blank,time-of-text,text-time,text,title,author
,15:05,five minutes past three that afternoon,"""Ultimately, at five minutes past three that afternoon,"" Smith admitted the falsity of the Fort Scott tale. ""That was only something Dick told his family.""",In Cold Blood,Truman Capote
,19:00,seven o'clock at night,"... as though all Combray had consisted of but two floors joined by a slender staircase, and as though there had been no time there but seven o'clock at night.",In Search of Lost Time: Swann's Way,Marcel Proust
,7:49,eleven minutes to eight,"""When did you next see Dr. Wellesley?"" ""At just eleven minutes to eight."" ""Where?"" ""In the surgery."" ""He came back there?"" ""Yes."" ""How do you fix that precise time--eleven minutes to eight?"" ""Because he'd arranged to see a patient in Meadow Gate at ten minutes to eight. I glanced at the clock as he came in, saw what time it was, and reminded him of the appointment.""",In the Mayor's Parlour,J. S. Fletcher
,19:49,eleven minutes to eight,"""When did you next see Dr. Wellesley?"" ""At just eleven minutes to eight."" ""Where?"" ""In the surgery."" ""He came back there?"" ""Yes."" ""How do you fix that precise time--eleven minutes to eight?"" ""Because he'd arranged to see a patient in Meadow Gate at ten minutes to eight. I glanced at the clock as he came in, saw what time it was, and reminded him of the appointment.""",In the Mayor's Parlour,J. S. Fletcher
,8:12,8:12 a.m.,"At 8:12 a.m., just before the moment of pff, all the business of the cellars was being transacted - garbage transferred from small cans into large ones...",In Time Which Made A Monkey Of Us All,Grace Paley
,8:13,8:13 a.m.,At 8:13 a.m. the alarm clock in the laboratory gave the ringing word. Eddie touched a button in the substructure of an ordinary glass coffeepot...,In Time Which Made A Monkey Of Us All,Grace Paley
,9:30,9.3,"Up the welcomingly warm morning hill we trudge, side by each, bound finally for the Hall of Fame. It's 9.30, and time is in fact a-wastin'.",Independence Day,Richard Ford
,8:32,832,"""Does anybody know the time a little more exactly is what I'm wondering, Don, since Day doesn't."" Gately checks his cheap digital, head still hung over the sofa's arm. ""I got 0832:14, 15, 16, Randy."" ""Thanks a lot, D.G. man.""",Infinite Jest,David Foster Wallace
,2:45,0245h.,"0245h., Ennet House, the hours that are truly wee. Eugenio M., voluntarily filling in for  Johnette Foltz on Dream Duty, is out in the office playing some sort of hand-held sports  game that blips and tweets.",Infinite Jest,David Foster Wallace
,16:10,1610h.,1610h. E.T.A Weight room. Freestyle circuits. the clank and click of various resistance systems.,Infinite Jest,David Foster Wallace
,22:16,2216,"And also between 2216 and 2226 the ATHSCME giant fans off up at the Sunstrand Plaza within earshot were typically shut off for daily de-linting, and it was quiet except for the big Ssshhh of a whole urban city's vehicular traffic…",Infinite Jest,David Foster Wallace
,20:10,2010h.,"At 2010h. on 1 April Y.D.A.U., the medical attache is still watching the unlabelled entertainment cartridge.",Infinite Jest,David Foster Wallace
,21:00,2100,At 2100 at night it's cold out.,Infinite Jest,David Foster Wallace
,0:05,after 0000h,"Cartridges not allowed after 0000h., to encourage sleep.",Infinite Jest,David Foster Wallace
,0:05,0005h.,"E.M. Security, normally so scrupulous with their fucking trucks at 0005h., is nowhere around, lending weight to yet another cliche. If you asked Gately what he was feeling right this second he'd have no idea.",Infinite Jest,David Foster Wallace
,23:55,it's around 0000h.,"Gately can hear the horns and raised voices and U-turn squeals way down below on Wash. that indicate it's around 0000h., the switching hour.",Infinite Jest,David Foster Wallace
,23:30,2330,"He loaded the player and turned on the viewer, his knees popping again as he squatted to set the cue to 2330.",Infinite Jest,David Foster Wallace
,20:50,2050,"He was, yes, always home from work by 2050 on Thursdays.",Infinite Jest,David Foster Wallace
,23:30,2330,Hester Thrale undulates in in a false fox jacket at 2330 as usual even though she has to be up at like 0430 for the breakfast shift at the Provident Nursing Home...,Infinite Jest,David Foster Wallace
,2:30,230,"Inc, I tried to pull her off about 0230, and there was this fucking...sound.",Infinite Jest,David Foster Wallace
,22:46,well after 2245h,"IT's well after 2245h. the dog's leash slides hissing to the end of the Day-Glo line and stops the dog a couple of paces from the inside of teh gate, where Lenz is standing, inclined in the slight forward way of somebody who's talking baby-talk to a dog.",Infinite Jest,David Foster Wallace
,22:47,well after 2245h,"IT's well after 2245h. the dog's leash slides hissing to the end of the Day-Glo line and stops the dog a couple of paces from the inside of teh gate, where Lenz is standing, inclined in the slight forward way of somebody who's talking baby-talk to a dog.",Infinite Jest,David Foster Wallace
,22:48,well after 2245h,"IT's well after 2245h. the dog's leash slides hissing to the end of the Day-Glo line and stops the dog a couple of paces from the inside of teh gate, where Lenz is standing, inclined in the slight forward way of somebody who's talking baby-talk to a dog.",Infinite Jest,David Foster Wallace
,22:49,well after 2245h,"IT's well after 2245h. the dog's leash slides hissing to the end of the Day-Glo line and stops the dog a couple of paces from the inside of teh gate, where Lenz is standing, inclined in the slight forward way of somebody who's talking baby-talk to a dog.",Infinite Jest,David Foster Wallace
,22:50,well after 2245h,"IT's well after 2245h. the dog's leash slides hissing to the end of the Day-Glo line and stops the dog a couple of paces from the inside of teh gate, where Lenz is standing, inclined in the slight forward way of somebody who's talking baby-talk to a dog.",Infinite Jest,David Foster Wallace
,22:21,2221h.,"On a Saturday c. 2221h., Lenz found a miniature bird that had fallen out of some nest and was sitting bald and pencil-necked on the lawn of Unit #3 flapping ineffectually, and went in with Green and ducked Green and went back outside to # 3's lawn and put the thing in a pocket and went in and put it down the garbage disposal in the kitchen sink of the kitchen, but still felt largely impotent and unresolved.",Infinite Jest,David Foster Wallace
,22:12,2212,"The Chinese women scuttled at an amazing rate, given their size and the bags' size. It was c. 2212:30-40h., smack in the middle of the former Interval of Issues Resolution.",Infinite Jest,David Foster Wallace
,16:00,1600h.,"The horrifying R.N. wipes Gately's face off as best she can with her hand and says she'll try to fit him in for a sponge bath before she goes off shift at 1600h., at which Gately goes rigid with dread.",Infinite Jest,David Foster Wallace
,17:21,around 1720,"The Meeting was listed as starting at 1730, and it was only around 1720, and Hal thought the voices might signify some sort of pre-Meeting orientation...",Infinite Jest,David Foster Wallace
,17:20,1720,"The Meeting was listed as starting at, and it was only around 1720, and Hal thought the voices might signify some sort of pre-Meeting orientation for people who've come for the first time, sort of tentatively, just to scout the whole enterprise out, so he doesn't knock.",Infinite Jest,David Foster Wallace
,3:00,300,"The Regrouting Committee's been dragging along since may. Suddenly they're pulling secret 0300 milk-switches? It doesn't ring true, Jim.",Infinite Jest,David Foster Wallace
,22:14,2214,"The shopping bags looked heavy and impressive, their weight making the Chinese women lean in slightly towards each other. Call it 2214:10h.",Infinite Jest,David Foster Wallace
,4:59,4:59,The whole place smells like death no matter what the fuck you do. Gately gets to the shelter at 04:59 and just shuts his head off as if his head had a control switch.,Infinite Jest,David Foster Wallace
,16:59,4:59,The whole place smells like death no matter what the fuck you do. Gately gets to the shelter at 04:59 and just shuts his head off as if his head had a control switch.,Infinite Jest,David Foster Wallace
,23:36,2336,Then Green knocks at the front door at 2336 - Gately has to Log the exact time and then it's his call whether to unlock the door.,Infinite Jest,David Foster Wallace
,23:00,2300h,They didn't even sit down to eat until 2300h.,Infinite Jest,David Foster Wallace
,20:30,Half-past eight,"The bicycles go by in twos and threes - there's a dance on in Billy Brennan's barn tonight, and there's the half-talk code of mysteries and the wink-and-elbow language of delight. Half-past eight and there is not a spot upon a mile of road, no shadow thrown that might turn out a man or woman...",Inniskeen Road: July Evening,Patrick Kavanagh
,5:15,5:15 a.m.,"By the first week of May, Ralph was waking up to birdsong at 5:15 a.m. He tried earplugs for a few nights, although he doubted from the outset that they would work. It wasn't the newly returned birds that were waking him up, nor the occasional delivery-truck backfire out on Harris Avenue. He had always been the sort of guy who could sleep in the middle of a brass marching bad, and he didn't think that had changed. What had changed was inside his head.",Insomnia,Stephen King
,6:20,twenty past six,"By the time Elliot's mother arrived at twenty past six, Mrs Sen always made sure all evidence of her chopping was disposed of.",Interpreter of Maladies,Jhumpa Lahiri
,18:20,twenty past six,"By the time Elliot's mother arrived at twenty past six, Mrs Sen always made sure all evidence of her chopping was disposed of.",Interpreter of Maladies,Jhumpa Lahiri
,5:14,5.14am,"The time was 5.14am, a very strange time indeed for the sheriff to have seen what he claimed he saw as he made his early-morning rounds...",Into the Web,Thomas H. Cook
,5:45,5:45,"At 5:45 a power-transformer on a pole beside the abandoned Tracker Brothers' Truck Depot exploded in a flash of purple light, spraying twisted chunks of metal...",IT,Stephen King
,6:06,6:06,"At 6:06, every toilet on Merit Street suddenly exploded in a geyser of shit and raw sewage as some unimaginable reversal took place...",IT,Stephen King
,7:32,7:32,"At 7:32, he suffered a fatal stroke.",IT,Stephen King
,17:45,5:45,"At 5:45 a power-transformer on a pole beside the abandoned Tracker Brothers' Truck Depot exploded in a flash of purple light, spraying twisted chunks of metal...",IT,Stephen King
,18:06,6:06,"At 6:06, every toilet on Merit Street suddenly exploded in a geyser of shit and raw sewage as some unimaginable reversal took place...",IT,Stephen King
,19:32,7:32,"At 7:32, he suffered a fatal stroke.",IT,Stephen King
,15:51,fifty-one minutes after fifteen o'clock,"The telegram seems to say, ""The Sovereigns and the Royal Children expect themselves at Rome tomorrow at fifty-one minutes after fifteen o'clock.""",Italian Without a Master,Mark Twain
,0:32,Thirty-two minutes past midnight,Thirty-two minutes past midnight; the way things were going I could be at it all night. Before beginning a completely new search of the dial I had a thought...,Ixtapa,Everette Hunt
,5:00,Five o'clock,"Five o'clock had hardly struck on the morning of the 19th of January, when Bessie brought a candle into my closet and found me already up and nearly dressed. I had risen half-an-hour before her entrance, and had washed my face, and put on my clothes by the light of a half-moon just setting, whose rays streamed through the narrow window near my crib.",Jane Eyre,Charlotte Bronte
,5:30,half-past five,"It was by this time half-past five, and the sun was on the point of rising; but I found the kitchen still dark and silent. The side-passage door was fastened; I opened it with as little noise as possible: all the yard was quiet; but the gates stood wide open, and there was a post-chaise, with horses ready harnessed, and driver seated on the box, stationed outside.",Jane Eyre,Charlotte Bronte
,6:00,six a.m.,"I had risen half-an-hour before her entrance, and had washed my face, and put on my clothes by the light of a half-moon just setting, whose rays streamed through the narrow window near my crib. I was to leave Gateshead that day by a coach which passed the lodge gates at six a.m.",Jane Eyre,Charlotte Bronte
,8:00,eight o'clock a.m.,"Mrs. Rochester! She did not exist: she would not be born till to-morrow, some time after eight o'clock a.m.; and I would wait to be assured she had come into the world alive, before I assigned to her all that property.",Jane Eyre,Charlotte Bronte
,17:00,five o'clock struck,"ERE THE HALF-HOUR ended, five o'clock struck; school was dismissed, and all were gone into the refectory to tea. I now ventured to descend; it was deep dusk; I retired into a corner and sat down on the floor.",Jane Eyre,Charlotte Bronte
,23:00,The clock struck eleven,"The clock struck eleven. I looked at Adele, whose head leant against my shoulder; her eyes were waxing heavy, so I took her up in my arms and carried her off to bed.",Jane Eyre,Charlotte Bronte
,18:30,six thirty,"It is six thirty. Now the dark night and the deafening racket of the crickets again engulf the garden and the veranda, all around the house",Jealousy,Alain Robbe-Grillet
,1:20,twenty minutes past one o'clock in the morning,"May I trespass on your valuable time long enough to ask what in the name of everything bloodsome you think you're playing at, young piefaced Bertie? It is now some twenty minutes past one o'clock in the morning, and not a spot of action on your part.",Jeeves and the Feudal Spirit,P. G. Wodehouse
,9:00,9.00am,"Sometimes what I wouldn't give to have us sitting in a bar again at 9.00am telling lies to one another, far from God.",Jesus' Son,Denis Johnson
,1:00,one o'clock,"I got to Schmidt's early, feeling horribly nervous. At one o'clock sharp: Toni. She was looking at the menu she knew well - Schmorbraten? Schnitzel? - when he loomed over her.",Jigsaw,Sybille Bedford
,13:00,one o'clock,"I got to Schmidt's early, feeling horribly nervous. At one o'clock sharp: Toni. She was looking at the menu she knew well - Schmorbraten? Schnitzel? - when he loomed over her.",Jigsaw,Sybille Bedford
,8:02,Eight oh two eh em,"Eight oh two eh em, Death of Corporal Littlebottombottom",Jingo,Terry Pratchett
,8:02,Eight oh three eh em,Eight oh three eh em ... Death of Sergeant Detritus ...,Jingo,Terry Pratchett
,13:00,One o'clock pee em,"""One o'clock pee em! Hello, Insert Name Here!"" Said by the Disorganizer",Jingo,Terry Pratchett
,5:38,5.38 a.m.,"Kovac,' said Johnny sleepily. It was very rare for the quantum computer and not Sol to wake him up. 'What's going on? What time is it?' 'Good morning, Johnny,' said the ship. 'It is 5.38 a.m.' 'What?' said Johnny. 'It's Saturday.' 'I told you he wouldn't like it,' said Sol, presumably to Kovac. 'It's hardly a matter of likes or dislikes,' said the computer. 'I have information I deem important enough to pass on at the earliest opportunity – whatever time it is.'",Johnny Mackintosh: Battle for Earth,Keith Mansfield
,1:13,thirteen minutes past one,"I looked at Hans. ""Forut!"" was his tranquil answer. ""Forward!"" replied my uncle. It was thirteen minutes past one.",Journey to the Centre of the Earth,Jules Verne
,8:00,eight o'clock,"At eight o'clock, a shaft of daylight came to wake us. The thousand facets of the lava on the rock face picked it up as it passed, scattering like a shower of sparks.",Journey to the Centre of the Earth,Jules Verne
,13:13,thirteen minutes past one,"I looked at Hans. ""Forut!"" was his tranquil answer. ""Forward!"" replied my uncle. It was thirteen minutes past one.",Journey to the Centre of the Earth,Jules Verne
,3:38,3.38am,"At 3.38am, it began to snow in Bowling Green, Kentucky. The geese circling the city flew back to the park, landed, and hunkered down to sit it out on their island in the lake.",Just Like the Ones we Used to Know,Connie Willis
,11:55,11:55,"What time did you arrive at the site? It was 11:55. I remember since I happened to glance at my watch when we got there. We rode our bicycles to the bottom of the hill, as far as we could go, then climbed the rest of the way on foot.",Kafka on the Shore,Haruki Murakami
,23:55,11:55,"What time did you arrive at the site? It was 11:55. I remember since I happened to glance at my watch when we got there. We rode our bicycles to the bottom of the hill, as far as we could go, then climbed the rest of the way on foot.",Kafka on the Shore,Haruki Murakami
,3:15,a quarter past three,He had been on the point of slipping Edgar Wallace into his pocket. The clock over the Prince of Wales struck a quarter past three.,Keep the Aspidistra Flying,George Orwell
,15:15,a quarter past three,He had been on the point of slipping Edgar Wallace into his pocket. The clock over the Prince of Wales struck a quarter past three.,Keep the Aspidistra Flying,George Orwell
,0:12,twelve minutes past midnight,It was twelve minutes past midnight when mother and daughter saw the first lightning strike. It hit the main barn with such force the ground trembled under their feet.,Kentucky Heat,Fern Michaels
,0:34,Thirty-four minutes past midnigh,Thirty-four minutes past midnight. 'We got ten minutes to be back here.' LT didn't argue. Schoolboy knew his former trade. LT's eyes fretted over the museum.,Killer Tune,Dreda Say Mitchell
,1:55,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,1:56,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,1:57,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,1:58,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,1:59,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,13:55,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,13:56,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,13:57,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,13:58,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,13:59,almost two o'clock,"It was almost two o'clock, but nothing moved, Stari Teocak was silent and so empty it seemed abandoned, and yet Tijmen constantly felt he was being observed by invisible eyes.",King of Tuzla,Arnold Jansen op de Haar
,17:00,cinco de la tarde,A las cinco de la tarde. Eran las cinco en punto de la tarde. Un nino trajo la blanca sabana a las cinco de la tarde. Una espuerta de cal ya prevenida a Federico las cinco de la tarde. Lo demas era muerte y solo muerte a las cinco de la tarde.,La Cogida y la Muerte,Federico Garcia Lorca
,17:00,five in the afternoon,The rest was death and death alone at five in the afternoon. [Lo demas era muerte y solo muerte a las cinco de la tarde],La Cogida y la Muerte,Federico Garcia Lorca
,4:05,five minutes past four,"It was exactly five minutes past four as Mr. Robert Audley stepped out upon the platform at Shoreditch, and waited placidly until such time as his dogs and his portmanteau should be delivered up to the attendant porter who had called his cab, and undertaken the general conduct of his affairs, with that disinterested courtesy which does such infinite credit to a class of servitors who are forbidden to accept the tribute of a grateful public.",Lady Audley's Secret,Mary Elizabeth Braddon
,16:05,five minutes past four,"It was exactly five minutes past four as Mr. Robert Audley stepped out upon the platform at Shoreditch, and waited placidly until such time as his dogs and his portmanteau should be delivered up to the attendant porter who had called his cab, and undertaken the general conduct of his affairs, with that disinterested courtesy which does such infinite credit to a class of servitors who are forbidden to accept the tribute of a grateful public.",Lady Audley's Secret,Mary Elizabeth Braddon
,4:50,ten minutes to five,"When the clock said ten minutes to five, she began to listen, and a few moments later, punctually as always, she heard the tires on the gravel outside, and the car door slamming, the footsteps passing the window, the key turning in the lock. She laid aside her sewing, stood up, and went forward to kiss him as he came in.",Lamb to the Slaughter,Roald Dahl
,16:50,ten minutes to five,"When the clock said ten minutes to five, she began to listen, and a few moments later, punctually as always, she heard the tires on the gravel outside, and the car door slamming, the footsteps passing the window, the key turning in the lock. She laid aside her sewing, stood up, and went forward to kiss him as he came in.",Lamb to the Slaughter,Roald Dahl
,14:21,Two-twenty-two or there-aboutish,"Garth here. Sunday afternoon. Sorry to miss you, but I'll leave a brief message on your tape. Two-twenty-two or there-aboutish. Great party.",Larry's Party,Carol Shields
,14:22,Two-twenty-two or there-aboutish,"Garth here. Sunday afternoon. Sorry to miss you, but I'll leave a brief message on your tape. Two-twenty-two or there-aboutish. Great party.",Larry's Party,Carol Shields
,14:23,Two-twenty-two or there-aboutish,"Garth here. Sunday afternoon. Sorry to miss you, but I'll leave a brief message on your tape. Two-twenty-two or there-aboutish. Great party.",Larry's Party,Carol Shields
,0:47,12:47a.m,"At 12:47a.m, Uncle Ho left us forever.",Last Night I Dreamed Of Peace,Andrew X. Pham
,10:50,ten to eleven,"""It's a hundred this year, ain't anybody noticed?"" Jack said, ""What's a hundred?"" I said, ""Pub is. Coach is. Look at the clock."" Jack said, ""It's ten to eleven.""",Last Orders,Graham Swift
,22:50,ten to eleven,"""It's a hundred this year, ain't anybody noticed?"" Jack said, ""What's a hundred?"" I said, ""Pub is. Coach is. Look at the clock."" Jack said, ""It's ten to eleven""",Last Orders,Graham Swift
,18:00,six o'clock,"Although it was only six o'clock, the night was already dark. The fog, made thicker by its proximity to the Seine, blurred every detail with its ragged veils, punctured at various distances by the reddish glow of lanterns and bars of light escaping from illuminated windows.",Le Club des Hachichins,Theophile Gautier
,5:57,about six o'clock in the morning,"On the 15th of September 1840, about six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.",L'Education Sentimentale,Gustave Flaubert
,5:58,about six o'clock in the morning,"On the 15th of September 1840, about six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.",L'Education Sentimentale,Gustave Flaubert
,5:59,about six o'clock in the morning,"On the 15th of September 1840, about six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.",L'Education Sentimentale,Gustave Flaubert
,6:00,about six o'clock in the morning,"On the 15th of September 1840, about six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.",L'Education Sentimentale,Gustave Flaubert
,6:01,about six o'clock in the morning,"On the 15th of September 1840, about six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.",L'Education Sentimentale,Gustave Flaubert
,6:02,about six o'clock in the morning,"On the 15th of September 1840, about six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.",L'Education Sentimentale,Gustave Flaubert
,6:03,about six o'clock in the morning,"On the 15th of September 1840, about six o'clock in the morning, the Ville-de-Montereau, ready to depart, pouring out great whirls of smoke by the quai Saint-Bernard.",L'Education Sentimentale,Gustave Flaubert
,2:00,two o'clock,"As two o'clock pealed from the cathedral bell, Jean Valjean awoke.",Les Miserables,Victor Hugo
,3:30,half-past three A.M.,At half-past three A.M. he lost one illusion : officers sent to reconnoitre informed him that the enemy was making no movement.,Les Miserables,Victor Hugo
,15:00,three o'clock,"M. Madeleine usually came at three o'clock, and as punctuality was kindness, he was punctual.",Les Miserables,Victor Hugo
,15:55,Towards four o'clock,"Towards four o'clock the condition of the English army was serious. The Prince of Orange was in command of the centre, Hill of the right wing, Picton of the left wing. The Prince of Orange, desperate and intrepid, shouted to the Hollando-Belgians: ""Nassau! Brunswick! Never retreat!""",Les Miserables,Victor Hugo
,15:56,Towards four o'clock,"Towards four o'clock the condition of the English army was serious. The Prince of Orange was in command of the centre, Hill of the right wing, Picton of the left wing. The Prince of Orange, desperate and intrepid, shouted to the Hollando-Belgians: ""Nassau! Brunswick! Never retreat!""",Les Miserables,Victor Hugo
,15:57,Towards four o'clock,"Towards four o'clock the condition of the English army was serious. The Prince of Orange was in command of the centre, Hill of the right wing, Picton of the left wing. The Prince of Orange, desperate and intrepid, shouted to the Hollando-Belgians: ""Nassau! Brunswick! Never retreat!""",Les Miserables,Victor Hugo
,15:58,Towards four o'clock,"Towards four o'clock the condition of the English army was serious. The Prince of Orange was in command of the centre, Hill of the right wing, Picton of the left wing. The Prince of Orange, desperate and intrepid, shouted to the Hollando-Belgians: ""Nassau! Brunswick! Never retreat!""",Les Miserables,Victor Hugo
,15:59,Towards four o'clock,"Towards four o'clock the condition of the English army was serious. The Prince of Orange was in command of the centre, Hill of the right wing, Picton of the left wing. The Prince of Orange, desperate and intrepid, shouted to the Hollando-Belgians: ""Nassau! Brunswick! Never retreat!""",Les Miserables,Victor Hugo
,20:00,eight in the evening,"That day he forgot to go to dinner; he noticed the fact at eight in the evening, and as it was too late to go to the Rue St Jaques, he ate a lump of bread.",Les Miserables,Victor Hugo
,0:56,12:56,"One night, and this first night is lost in the countless later nights of compounding wonder, he discovered a game. Say the time was 12:56.",Lessons in Essence,Dana Standridge
,0:57,12:57,"A minute had passed, and the roller dropped a new leaf. 12:57. 12 + 57 = 69; 6 + 9 = 15; 1 + 5 = 6. 712 + 5 = 717; 71 + 7 = 78; 7 + 8 = 15; 1 + 5 = 6 again.",Lessons in Essence,Dana Standridge
,4:23,4:23,"4:23, Monday morning, Iceland Square. A number of people in the vicinity of Bjornsongatan are awakened by loud screams.",Let The Right One In,John Ajvide Lindqvist
,7:34,7:34,"7:34. Monday morning, Blackeberg. The burglar alarm at the ICA grocery store on Arvid Morne's way is set off.",Let The Right One In,John Ajvide Lindqvist
,7:36,7:36,"7:36, sunrise. The hospital blinds were much better, darker than her own.",Let The Right One In,John Ajvide Lindqvist
,21:17,21:17,"21:17, Sunday Evening, Angbyplan. A man is observed outside the hair salon. He presses his face and hands against the glass, and appears extremely intoxicated.",Let The Right One In,John Ajvide Lindqvist
,5:08,5:08,"Ambrose and I will marry at Fort McHenry at 5:08 EDST this coming Saturday, Rosh Hashanah!",Letters,John Barth
,4:17,seventeen minutes after four,"...seeing only the police cars, knowing as she glanced down at her watch and saw that it was seventeen minutes after four, that for her time had stopped.",Life Penalty,Joy Fielding
,16:17,seventeen minutes after four,"...seeing only the police cars, knowing as she glanced down at her watch and saw that it was seventeen minutes after four, that for her time had stopped.",Life Penalty,Joy Fielding
,2:54,2.55,"...and that terrible listlessness that starts to set in about 2.55, when you know you've had all the baths you can usefully have that day...","Life, the Universe and Everything",Douglas Adams
,16:00,four o'clock,"In the end, it was the Sunday afternoons he couldn't cope with, and that terrible listlessness that starts to set in about 2.55, when you know you've had all the baths you can usefully have that day, that however hard you stare at any given paragraph in the newspaper you will never actually read it, or use the revolutionary new pruning technique it describes, and that as you stare at the clock the hands will move relentlessly on to four o'clock, and you will enter the long dark teatime of the soul.","Life, the Universe and Everything",Douglas Adams
,14:55,about 2.55,"In the end, it was the Sunday afternoons he couldn't cope with, and that terrible listlessness that starts to set in about 2.55, when you know you've had all the baths you can usefully have that day, that however hard you stare at any given paragraph in the newspaper you will never actually read it, or use the revolutionary new pruning technique it describes, and that as you stare at the clock the hands will move relentlessly on to four o'clock, and you will enter the long dark teatime of the soul.","Life, the Universe and Everything",Douglas Adams
,20:00,eight o'clock in the evening,"It is the twenty-third of June nineteen seventy-five, and it is eight o'clock in the evening. Seated at his jigsaw puzzle, Bartlebooth has just died. On the tablecloth, somewhere in the crepuscular sky of the four hundred and thirty-ninth puzzle, the black hole of the sole piece not yet filled in has the almost perfect shape of an X.",Life: A User's Manual,Georges Perec
,13:37,1.37pm,"He was on the job, and he scribbled in his notebook: ""1.37pm Subject appears to be getting laid.""",Light House,William Monahan
,5:37,5:37,"""Look, Lucille,"" said Joe when Lucille strolled into the office at 5:37. ""I don't know what you said to this gal...""",Lightning Rods,Helen DeWitt
,17:37,5:37,"""Look, Lucille,"" said Joe when Lucille strolled into the office at 5:37. ""I don't know what you said to this gal...""",Lightning Rods,Helen DeWitt
,11:03,Eleven oh-three,"""What time are you meeting him?"" she called out. ""Eleven oh-three,"" he said. ""That made me think he's for real. Military and intelligence types set precise appointment times to eliminate confusion and ambiguity. Nothing ambiguous about eleven oh-three.""",Little Green Men,Christopher Buckley
,23:03,Eleven oh-three,"""What time are you meeting him?"" she called out. ""Eleven oh-three,"" he said. ""That made me think he's for real. Military and intelligence types set precise appointment times to eliminate confusion and ambiguity. Nothing ambiguous about eleven oh-three.""",Little Green Men,Christopher Buckley
,22:00,ten o'clock,"No one wanted to go to bed when at ten o'clock Mrs. March put by the last finished job, and said, ""Come girls."" Beth went to the piano and played the father's favorite hymn. All began bravely, but broke down one by one till Beth was left alone, singing with all her heart, for to her music was always a sweet consoler.",Little Women,Louisa May Alcott
,14:15,2.15 P.M.,I had a date with her next day at 2.15 P.M... A cold I caught from her led me to cancel a fourth assignment…,Lolita,Vladimir Nabokov
,1:00,One am,"It was the thirtieth of May by now. One am on the thirtieth of May 1940. Quite a famous date on which to be lying awake and staring at the ceiling. Already in the creeks and tidal estuaries of England the pleasure-boats and paddle-steamers were casting their moorings for the day trip to Dunkirk. And, over on the other side, Ted stood as a good a chance as anyone else.",London Belongs to Me,Norman Collins
,2:05,2.05,At 2.05 the fizzy tights came crackling off.,London Fields,Martin Amis
,6:17,six-seventeen,"Dizzy, come on.' He turned slowly, coaxing the animal down on to the pillow. The clock read six-seventeen. A second cat, Miles, purred on contentedly...",Lonely Hearts,John Harvey
,18:17,six-seventeen,"Dizzy, come on.' He turned slowly, coaxing the animal down on to the pillow. The clock read six-seventeen. A second cat, Miles, purred on contentedly...",Lonely Hearts,John Harvey
,8:27,It is around 8:30,"It is around 8:30. Sunshine comes through the windows at right. As the curtain rises, the family has just finished breakfast.",Long Day's Journey Into Night,Eugene O'Neill
,8:28,It is around 8:30,"It is around 8:30. Sunshine comes through the windows at right. As the curtain rises, the family has just finished breakfast.",Long Day's Journey Into Night,Eugene O'Neill
,8:29,It is around 8:30,"It is around 8:30. Sunshine comes through the windows at right. As the curtain rises, the family has just finished breakfast.",Long Day's Journey Into Night,Eugene O'Neill
